Date;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVAR;;kVARb;kVARc;Ia;Ib;Ic;kWtot
17;05;2018;22:00:00.000;7894.567383;7993.816406;8029.549805;13808.617188;3512.858398;2754.731201;2964.287842;1225.663696;830.007568;899.597046;471.838562;360.317139;386.319336;9231.877930
17;05;2018;22:10:00.000;7893.406250;7990.190918;8025.627930;13803.591797;3500.573486;2761.510254;2972.123047;1226.379028;842.958862;911.809448;470.475861;361.753693;387.883789;9234.207031
17;05;2018;22:20:00.000;7898.460449;7995.737305;8026.205566;13810.063477;3454.614258;2737.539307;2949.571777;1225.894653;843.142578;918.034241;464.674316;358.649811;385.382721;9141.725586
17;05;2018;22:30:00.000;7904.313965;7997.004395;8033.313477;13818.289063;3452.150146;2770.369629;2949.292480;1230.142944;858.025024;911.704773;464.214966;363.048126;384.777588;9171.811523
17;05;2018;22:40:00.000;7899.601563;7994.627930;8026.884277;13810.491211;3416.793945;2735.708252;2920.803467;1216.212891;835.741211;904.713867;459.666595;358.190155;381.429321;9073.305664
17;05;2018;22:50:00.000;7898.583496;7995.438477;8027.388672;13810.659180;3424.843262;2722.310791;2930.039307;1211.025635;835.467590;899.799866;460.473145;356.542999;382.324310;9077.193359
17;05;2018;23:00:00.000;7903.147461;7999.709473;8033.039063;13819.010742;3421.989014;2695.131592;2925.107178;1205.080933;818.297363;899.689514;459.612793;352.492096;381.460968;9042.228516
17;05;2018;23:10:00.000;7895.417969;7992.660645;8026.331543;13806.612305;3402.552734;2682.818604;2922.439453;1200.209595;818.944580;884.513367;457.537415;351.360504;380.905792;9007.810547
17;05;2018;23:20:00.000;7908.303711;8006.310547;8039.122070;13829.319336;3412.256836;2686.308350;2920.144043;1204.867920;820.671631;881.682068;458.153046;351.227051;379.923187;9018.708984
17;05;2018;23:30:00.000;7907.237793;7989.494629;8025.362793;13811.028320;3395.666260;2653.716797;2874.162354;1194.097412;797.427551;864.449646;455.781982;347.228485;374.485199;8923.544922
17;05;2018;23:40:00.000;7899.300781;7995.185059;8031.118164;13813.060547;3420.413818;2661.952393;2882.281982;1206.837646;833.385010;872.065125;459.736481;349.289948;375.464813;8964.648438
17;05;2018;23:50:00.000;7891.864258;7985.929688;8021.774414;13798.035156;3422.242676;2716.022705;2907.090820;1232.067261;856.786316;905.697754;461.459930;357.024078;380.097412;9045.356445
18;05;2018;00:00:00.000;7896.597168;7988.464844;8030.135254;13807.029297;3420.750488;2664.503174;2852.129639;1182.836792;790.640625;835.381042;458.956421;348.334106;370.653992;8937.383789
18;05;2018;00:10:00.000;7892.010742;7989.064941;8025.449707;13802.014648;3436.359131;2682.655273;2885.898682;1196.594604;796.375916;857.209167;461.692291;350.707489;375.687408;9004.912109
18;05;2018;00:20:00.000;7885.889160;7981.251953;8017.810547;13789.548828;3419.800293;2694.198242;2900.020020;1182.536499;777.002075;834.603394;459.522583;351.783020;376.963928;9014.018555
18;05;2018;00:30:00.000;7891.381836;7989.796875;8024.135742;13801.269531;3447.626709;2710.520264;2960.200439;1175.956665;781.474548;853.706970;462.322174;353.564423;384.593964;9118.347656
18;05;2018;00:40:00.000;7887.523926;7980.992676;8021.236328;13792.239258;3500.122803;2745.041992;2984.271484;1175.806152;793.401550;846.596130;468.906586;358.539093;387.425140;9229.436523
18;05;2018;00:50:00.000;7894.444336;7990.233398;8031.015625;13807.162109;3554.163818;2770.591064;2970.904541;1152.538818;774.519226;814.895996;474.155487;360.617676;384.374878;9295.659180
18;05;2018;01:00:00.000;7885.306641;7975.877930;8017.121094;13785.498047;3621.939697;2860.555420;3055.715820;1160.733276;795.421570;849.160706;483.350311;372.899261;396.468048;9538.210938
18;05;2018;01:10:00.000;7876.876465;7974.102539;8009.890625;13775.268555;3761.088623;2907.259277;3198.190674;1155.538208;765.647400;840.535339;500.719879;377.825470;413.926758;9866.539063
18;05;2018;01:20:00.000;7889.828125;7981.446289;8019.792480;13792.594727;3777.482910;2962.227295;3209.133057;1136.868042;772.983459;836.116211;501.368744;384.583771;414.803436;9948.843750
18;05;2018;01:30:00.000;7900.618652;7987.079102;8029.928223;13807.851563;3800.052002;2963.041016;3236.177734;1139.220337;772.934570;825.540222;503.614868;384.502533;417.349731;9999.270508
18;05;2018;01:40:00.000;7913.857422;8001.227051;8039.265625;13829.035156;3767.849365;2923.195068;3180.632324;1135.901489;779.183105;825.107422;498.833313;379.235352;410.230560;9871.676758
18;05;2018;01:50:00.000;7917.795898;8012.124512;8044.492676;13840.567383;3720.598877;2898.934570;3140.554688;1162.031250;770.320618;842.843323;493.854919;375.593597;405.688843;9760.087891
18;05;2018;02:00:00.000;7919.793457;8010.891602;8042.117676;13839.591797;3752.290283;2957.030029;3216.156738;1160.712769;779.602356;888.703125;497.480103;382.954620;416.360840;9925.476563
18;05;2018;02:10:00.000;7911.007813;7997.864258;8027.445801;13818.541992;3863.747803;3069.461914;3325.748779;1228.596802;832.007568;922.461548;514.012329;398.831543;431.360962;10258.958008
18;05;2018;02:20:00.000;7906.169434;7997.871582;8025.842773;13814.805664;3920.704834;3107.808594;3368.639404;1195.038330;818.404419;902.763306;520.027161;403.096130;435.986694;10397.152344
18;05;2018;02:30:00.000;7895.785645;7986.031738;8018.808594;13797.846680;3941.661133;3140.362793;3362.654297;1198.054077;809.120117;884.598877;523.377441;407.377777;435.142578;10444.678711
18;05;2018;02:40:00.000;7929.354004;8009.652344;8048.082031;13847.992188;3252.715332;2544.886475;2725.866211;1070.633911;742.326843;778.882141;433.440002;332.224854;353.664795;8523.467773
18;05;2018;02:50:00.000;7942.340820;8020.745605;8057.728516;13867.439453;3272.526611;2553.321289;2706.105225;1084.233032;749.392334;796.468811;435.612244;333.025177;351.517090;8531.953125
18;05;2018;03:00:00.000;7936.895020;8013.032715;8054.371094;13857.864258;3305.941406;2565.759766;2702.555908;1060.084351;724.251526;760.687683;438.976807;334.008636;350.059296;8574.256836
18;05;2018;03:10:00.000;7931.081055;8001.646973;8049.336426;13845.002930;3438.541504;2680.425781;2821.083984;1092.147217;788.229858;781.072815;456.465698;350.456055;365.114227;8940.050781
18;05;2018;03:20:00.000;7932.033691;8003.382813;8049.700684;13846.740234;3536.763428;2785.613770;2842.276367;1114.684204;798.790894;807.611267;469.065369;363.373322;368.522949;9164.653320
18;05;2018;03:30:00.000;7927.951660;7998.555664;8041.116699;13836.605469;3560.635010;2869.051514;2899.105957;1110.183350;800.487732;816.789001;472.136932;373.714142;376.061615;9328.792969
18;05;2018;03:40:00.000;7918.410645;7993.960938;8032.171875;13823.230469;3664.187012;2903.205078;3008.160400;1139.370972;781.890625;839.306946;486.257355;377.419067;390.309021;9575.552734
18;05;2018;03:50:00.000;7874.892090;7959.732422;7995.291992;13756.762695;4471.484375;3566.814697;3728.369629;1236.863525;848.309387;944.496216;590.806396;461.892303;482.581329;11766.667969
18;05;2018;04:00:00.000;7867.393555;7949.556641;7995.167480;13746.453125;4713.621582;3764.695068;3912.470703;1304.014282;946.079712;987.395508;623.272156;489.558044;506.232544;12390.787109
18;05;2018;04:10:00.000;7848.648926;7931.334961;7973.045898;13712.244141;4903.838379;3927.208496;4111.973633;1355.303833;969.100525;1071.777222;649.897034;511.285126;534.470703;12943.020508
18;05;2018;04:20:00.000;7885.750977;7967.602539;8007.532715;13774.779297;4052.844238;3163.083984;3244.298096;1210.656372;813.879211;897.255676;538.074829;411.282074;421.905426;10460.226563
18;05;2018;04:30:00.000;7880.511230;7959.218750;8005.672852;13765.789063;4109.247070;3165.490723;3262.735840;1213.213257;833.702271;899.570374;545.429199;412.630157;424.299957;10537.473633
18;05;2018;04:40:00.000;7887.657715;7968.354980;8012.476074;13779.111328;4149.226074;3217.651611;3329.729736;1232.768188;856.232056;916.005005;550.516418;419.204803;432.554047;10696.607422
18;05;2018;04:50:00.000;7863.080566;7941.262207;7991.003906;13736.839844;4251.281738;3256.697266;3383.289795;1239.880859;898.423523;920.715698;564.895752;426.787140;440.344330;10891.268555
18;05;2018;05:00:00.000;7889.248535;7976.883301;8020.739746;13789.386719;5327.896484;4204.204102;4463.798340;1541.159790;1121.453369;1246.168213;704.621765;546.747253;579.271973;13995.899414
18;05;2018;05:10:00.000;7900.085449;7976.140625;8029.083984;13800.042969;5399.156250;4339.961914;4494.545898;1526.368652;1151.121948;1265.813721;711.840271;564.149292;583.013306;14233.664063
18;05;2018;05:20:00.000;7890.193359;7959.604004;8018.170898;13778.458008;5565.604492;4461.746582;4632.941406;1589.961182;1194.518677;1291.328857;735.164917;581.471191;601.256226;14660.291992
18;05;2018;05:30:00.000;7891.999023;7967.874023;8021.627930;13786.275391;5493.444336;4419.785156;4633.805664;1579.715210;1189.696289;1289.683350;725.918091;575.681519;601.081482;14547.035156
18;05;2018;05:40:00.000;7876.361328;7955.344238;8008.804199;13762.532227;5725.599609;4538.666992;4848.906250;1607.383911;1216.679077;1324.121460;756.621765;591.909058;629.037842;15113.172852
18;05;2018;05:50:00.000;7892.453613;7967.617188;8024.858398;13788.155273;5642.337402;4482.852051;4717.813965;1569.568604;1192.364868;1282.375122;743.662109;583.483887;610.725891;14843.002930
18;05;2018;06:00:00.000;7883.233398;7961.049805;8013.013184;13772.231445;5592.912598;4493.543945;4696.818359;1548.944824;1179.715820;1295.870361;737.800171;584.828552;609.565674;14783.275391
18;05;2018;06:10:00.000;7873.580566;7951.160156;8002.476563;13754.846680;5724.494629;4615.756836;4811.074219;1588.192749;1191.461792;1330.058716;756.098206;600.790833;625.236084;15151.326172
18;05;2018;06:20:00.000;7862.518555;7934.614258;7991.035156;13732.286133;5610.333984;4497.484863;4705.695801;1518.619019;1118.413208;1246.158813;740.848267;585.400818;610.695557;14813.514648
18;05;2018;06:30:00.000;7867.923828;7940.761719;7996.438965;13742.070313;5615.866699;4484.498535;4715.157227;1523.716553;1113.686768;1251.240845;741.183289;583.176758;611.577881;14815.522461
18;05;2018;06:40:00.000;7864.802734;7944.238281;7996.949707;13742.524414;5734.756348;4514.118164;4779.754883;1547.515991;1109.621582;1248.322998;756.843140;586.465576;619.270203;15028.629883
18;05;2018;06:50:00.000;7842.278320;7917.199707;7981.883301;13705.182617;5909.935547;4674.876465;4898.836426;1645.478271;1201.086670;1312.044312;783.798828;610.902588;636.868652;15483.647461
18;05;2018;07:00:00.000;7856.334473;7931.859375;7991.583496;13727.326172;5914.578613;4672.935059;4908.877441;1625.498291;1205.931885;1335.918579;782.321045;609.703369;638.092896;15496.391602
18;05;2018;07:10:00.000;7845.189941;7919.058594;7981.864258;13707.918945;5983.759277;4849.023926;4942.920898;1670.709717;1231.911011;1369.326050;793.454590;633.012939;644.100342;15775.703125
18;05;2018;07:20:00.000;7848.937500;7927.454102;7987.544922;13718.201172;5786.864258;4546.216309;4790.621094;1637.094604;1203.465332;1323.502075;767.824829;594.516479;623.775024;15123.701172
18;05;2018;07:30:00.000;7860.413574;7931.970215;7999.130859;13734.176758;5734.307129;4604.673340;4767.609375;1609.946289;1196.740845;1300.770508;759.343567;601.052734;619.358948;15106.589844
18;05;2018;07:40:00.000;7857.470703;7930.208008;7992.750977;13727.826172;5664.746094;4577.768066;4754.981445;1614.031128;1210.306519;1303.661133;751.249207;598.324158;618.418335;14997.495117
18;05;2018;07:50:00.000;7866.668945;7937.243652;7998.582520;13740.541992;5551.901855;4493.345703;4628.093750;1571.573364;1189.267822;1279.743164;735.162415;586.923645;601.945740;14673.341797
18;05;2018;08:00:00.000;7868.357422;7940.491699;8000.385254;13744.415039;5578.132324;4498.955078;4623.313965;1591.549438;1187.750488;1299.721436;738.858948;587.326843;601.927612;14700.401367
18;05;2018;08:10:00.000;7868.134766;7937.615234;7996.253906;13740.263672;5613.484375;4594.153320;4691.184082;1608.562500;1219.198853;1317.454956;743.798462;600.150574;610.978638;14898.822266
18;05;2018;08:20:00.000;7868.787598;7935.879395;7997.047363;13740.063477;5634.713379;4581.197266;4732.250977;1606.522095;1219.435303;1328.054321;746.262329;598.731201;616.218384;14948.162109
18;05;2018;08:30:00.000;7867.170410;7937.573730;8001.755371;13742.888672;5571.458984;4515.186523;4679.205566;1585.900879;1218.089966;1289.279541;737.907471;590.490051;608.173523;14765.851563
18;05;2018;08:40:00.000;7859.653320;7926.044922;7993.652832;13727.181641;5580.183105;4524.711426;4604.855469;1551.795166;1157.135986;1262.176392;738.526917;590.575806;598.946228;14709.750000
18;05;2018;08:50:00.000;7873.402344;7944.424805;8007.718750;13753.909180;5516.570313;4455.620117;4603.873047;1554.018677;1158.904663;1255.419067;729.510315;580.841675;597.479553;14576.063477
18;05;2018;09:00:00.000;7865.965332;7932.325684;7998.973145;13737.572266;5521.493164;4441.450195;4585.209473;1559.430420;1172.300903;1250.790771;730.984497;580.428345;595.771423;14548.153320
18;05;2018;09:10:00.000;7870.529297;7938.612793;8004.542480;13747.049805;5527.656738;4483.131836;4583.838867;1573.667847;1172.859375;1269.748901;731.824707;585.027344;595.817322;14594.626953
18;05;2018;09:20:00.000;7864.578125;7928.937012;7995.736816;13732.942383;5571.526855;4499.157227;4600.043945;1567.262085;1183.096680;1276.195313;737.496704;588.006104;598.602905;14670.728516
18;05;2018;09:30:00.000;7860.096191;7929.850098;7998.328125;13732.410156;5617.929688;4513.840820;4647.458008;1600.928101;1201.669067;1289.320068;744.702698;590.294373;604.509460;14779.228516
18;05;2018;09:40:00.000;7858.689453;7922.837891;7989.814453;13722.683594;5619.445313;4610.547852;4762.854980;1639.196289;1260.780762;1359.695679;746.338989;604.522034;621.378235;14992.848633
18;05;2018;09:50:00.000;7855.077637;7917.835938;7988.583984;13717.035156;5667.479492;4646.115723;4784.284668;1666.089233;1276.628174;1370.872192;753.442200;609.684509;624.401917;15097.878906
18;05;2018;10:00:00.000;7867.347168;7931.758789;7999.050293;13738.211914;5661.146484;4670.996094;4782.306152;1649.174561;1272.671875;1357.232056;750.921509;611.512512;622.879333;15114.448242
18;05;2018;10:10:00.000;7858.717285;7928.875977;7983.451660;13722.559570;5819.306641;4795.144043;4922.604980;1683.531860;1316.247192;1463.596802;772.271729;628.259155;644.608215;15537.055664
18;05;2018;10:20:00.000;7867.980469;7943.434082;7996.606445;13743.854492;5620.768066;4545.523438;4723.050293;1656.015381;1278.571045;1421.002441;746.167664;595.609131;618.179443;14889.341797
18;05;2018;10:30:00.000;7868.299805;7941.761719;7999.016113;13744.487305;5804.719238;4706.105957;4886.945313;1689.948242;1312.783447;1430.066162;769.746887;616.347290;637.923340;15397.770508
18;05;2018;10:40:00.000;7877.112793;7953.044434;8006.203613;13760.255859;5856.685547;4751.393555;4918.646973;1698.151367;1296.940308;1465.370483;775.495117;620.415527;642.363159;15526.724609
18;05;2018;10:50:00.000;7874.010254;7949.904785;8001.312012;13753.837891;5791.124023;4648.644531;4787.206543;1716.083618;1301.542725;1441.327271;768.444702;608.362183;626.192139;15226.974609
18;05;2018;11:00:00.000;7858.169434;7934.373535;7993.321289;13731.106445;5794.830566;4676.521973;4851.817383;1684.708374;1291.881226;1404.245850;769.326782;612.633240;633.242310;15323.169922
18;05;2018;11:10:00.000;7867.614746;7945.057129;8001.821777;13747.625977;5695.884277;4551.095215;4705.769531;1678.887695;1274.728638;1380.475586;756.133728;596.057373;614.257202;14952.749023
18;05;2018;11:20:00.000;7843.493164;7922.410645;7976.901855;13706.265625;5775.526367;4690.560059;4836.287109;1708.357056;1288.378906;1406.908203;769.243347;615.144043;632.769348;15302.373047
18;05;2018;11:30:00.000;7859.278809;7934.446289;7990.724121;13730.301758;5701.510742;4602.574707;4750.242676;1675.951172;1285.407104;1387.143799;757.537598;603.417114;620.683838;15054.328125
18;05;2018;11:40:00.000;7855.812012;7931.576172;7987.324219;13724.709961;5672.874023;4642.557617;4768.669922;1678.675049;1287.600342;1393.829468;754.473999;608.555542;623.376099;15084.101563
18;05;2018;11:50:00.000;7867.462402;7941.792969;7998.065430;13743.467773;5657.123047;4549.638672;4725.196289;1645.748291;1258.699585;1366.861816;750.313110;595.548279;616.419983;14931.958008
18;05;2018;12:00:00.000;7878.588867;7960.051758;8008.999512;13766.778320;5471.000000;4440.995605;4643.093750;1661.394897;1231.340820;1362.500244;727.231506;580.174255;605.649841;14555.089844
18;05;2018;12:10:00.000;7899.154785;7972.147949;8026.694824;13795.858398;5369.475098;4357.068359;4535.870605;1576.571899;1182.008179;1281.834473;710.013184;567.513428;588.775574;14262.414063
18;05;2018;12:20:00.000;7914.253418;7993.294434;8039.702637;13824.240234;5293.981934;4255.806152;4494.821777;1556.530762;1140.052246;1285.148560;698.886597;552.478210;583.068115;14044.610352
18;05;2018;12:30:00.000;7911.926758;8006.307617;8047.223633;13834.677734;5313.751953;4143.152344;4489.345215;1587.831299;1093.646973;1270.429810;702.604919;536.541748;581.403870;13946.250000
18;05;2018;12:40:00.000;7802.364746;7893.232910;7939.071777;13643.614258;5286.508301;4103.657715;4388.077148;1468.815674;1016.700256;1164.253784;704.929077;537.006958;573.543152;13778.242188
18;05;2018;12:50:00.000;7809.679688;7907.243164;7946.038574;13659.938477;5301.333008;4107.185059;4423.400391;1501.251953;1008.354370;1175.797729;707.229004;536.242065;577.713745;13831.918945
18;05;2018;13:00:00.000;7809.804688;7893.952148;7945.162109;13651.782227;5288.509277;4172.673828;4409.381348;1444.867188;1033.918823;1149.063843;703.792358;545.986511;575.303467;13870.564453
18;05;2018;13:10:00.000;7807.053711;7893.762207;7943.084473;13648.755859;5258.334961;4123.779297;4371.121582;1419.840210;1005.353638;1121.643188;699.632080;539.280151;570.048645;13753.236328
18;05;2018;13:20:00.000;7779.728516;7868.198242;7914.612793;13601.591797;5352.451172;4191.945313;4454.019531;1392.914429;972.299866;1111.813477;713.118530;548.594299;582.120667;13998.416992
18;05;2018;13:30:00.000;7835.561523;7927.826172;7983.928711;13707.993164;5682.794434;4437.782715;4761.529785;1634.775879;1126.109741;1304.329468;757.163269;579.431824;620.828979;14882.106445
18;05;2018;13:40:00.000;7818.934570;7914.437500;7972.685547;13683.851563;5888.030762;4590.282715;4941.351074;1616.859985;1078.796143;1275.118408;783.708801;597.902222;642.785034;15419.665039
18;05;2018;13:50:00.000;7823.378906;7913.447754;7977.659180;13688.572266;5949.351563;4656.004883;4992.330078;1565.715942;1091.809326;1249.830322;789.309082;606.569702;647.945129;15597.686523
18;05;2018;14:00:00.000;7825.372559;7913.418945;7983.552246;13692.946289;5943.645020;4602.494629;5001.834473;1559.599487;1057.287231;1226.406738;788.333923;599.160461;648.066895;15547.973633
18;05;2018;14:10:00.000;7828.950684;7919.205566;7987.064453;13700.306641;5947.075684;4625.536621;5032.479004;1559.302856;1069.852661;1242.161865;788.481140;602.011780;652.048340;15605.091797
18;05;2018;14:20:00.000;7827.995117;7923.114258;7989.885254;13703.613281;5954.770020;4593.859375;4996.632324;1549.508179;1017.498718;1209.590942;789.167725;596.419128;646.565613;15545.261719
18;05;2018;14:30:00.000;7835.645996;7933.075684;7993.845703;13716.050781;5846.645020;4480.201172;4963.903809;1534.205200;1003.555115;1225.402222;774.670471;581.385864;642.763428;15290.749023
18;05;2018;14:40:00.000;7833.758301;7933.340332;8002.810547;13720.256836;5837.520020;4435.240723;4906.083496;1561.395020;1009.592346;1165.271973;774.651733;576.070496;633.411987;15178.844727
18;05;2018;14:50:00.000;7842.769531;7938.956543;8005.380859;13730.184570;5799.652832;4403.343262;4894.465820;1526.963867;992.414917;1161.651001;768.014282;571.288879;631.673340;15097.461914
18;05;2018;15:00:00.000;7845.756348;7944.772461;8013.713867;13740.083984;5790.160156;4377.341797;4840.743652;1524.138916;981.942200;1128.731567;766.463013;567.401062;623.576660;15008.246094
18;05;2018;15:10:00.000;7859.112793;7951.714844;8024.896484;13758.246094;5742.816406;4352.270996;4856.138184;1511.901611;998.282288;1132.537354;759.040771;564.368469;624.687622;14951.225586
18;05;2018;15:20:00.000;7852.851074;7946.523926;8016.703125;13746.997070;5732.500000;4397.659668;4870.325195;1532.313354;1002.323425;1143.774048;758.939209;570.280884;627.344116;15000.484375
18;05;2018;15:30:00.000;7850.940430;7942.156738;8010.078125;13739.595703;5640.732422;4354.671875;4762.594238;1511.272705;981.799438;1131.708008;747.148987;564.741211;614.452881;14757.999023
18;05;2018;15:40:00.000;7861.410645;7950.204590;8018.943359;13755.499023;5595.395508;4329.533203;4732.729492;1500.066650;1004.031189;1118.534668;740.156738;561.637634;609.735962;14657.659180
18;05;2018;15:50:00.000;7879.086426;7970.973145;8036.307617;13787.711914;5490.566895;4237.729492;4683.957520;1468.466064;955.143433;1098.948730;724.673340;547.750122;601.987732;14412.252930
18;05;2018;16:00:00.000;7885.856445;7982.407715;8048.296875;13805.186523;5420.723633;4151.070313;4623.707031;1456.409546;942.827332;1057.768921;715.112854;536.026733;592.728699;14195.500977
18;05;2018;16:10:00.000;7886.182129;7978.537598;8040.425293;13798.683594;5358.972656;4135.026855;4549.979980;1432.472046;931.330994;1068.008179;706.711731;533.928833;584.593994;14043.979492
18;05;2018;16:20:00.000;7883.222168;7982.020020;8047.190918;13802.866211;5358.195801;4080.689453;4516.047852;1453.768311;926.588623;1058.930420;707.550354;526.993408;579.830200;13954.932617
18;05;2018;16:30:00.000;7892.636230;7988.937012;8053.678223;13816.121094;5281.157227;4019.152588;4453.107910;1431.999390;919.693665;1054.032104;696.532654;518.773193;571.515381;13753.417969
18;05;2018;16:40:00.000;7904.526367;7999.308594;8067.673340;13837.098633;5243.004883;4005.784668;4409.622559;1422.977417;923.339233;1033.197510;690.498657;516.568054;564.747620;13658.412109
18;05;2018;16:50:00.000;7901.962402;7998.821777;8064.549316;13833.694336;5195.016113;3974.138672;4391.895996;1441.802002;934.830078;1037.172363;685.327271;512.902710;562.736084;13561.050781
18;05;2018;17:00:00.000;7908.713867;8003.688477;8066.914063;13841.787109;5114.192871;3890.636230;4330.520996;1411.323853;899.179260;1038.787842;673.873779;501.470093;555.197205;13335.350586
18;05;2018;17:10:00.000;7927.608398;8023.123535;8078.817871;13871.013672;5032.498535;3891.774902;4305.895996;1402.949341;922.247559;1049.221313;661.913452;500.868195;551.485352;13230.168945
18;05;2018;17:20:00.000;7810.695313;7912.433105;7961.053223;13671.737305;4942.696289;3805.878662;4215.691895;1327.906616;837.550415;975.069397;657.954407;494.755035;546.259521;12964.266602
18;05;2018;17:30:00.000;7812.476074;7916.794434;7964.090820;13677.152344;4874.359863;3729.013672;4158.042480;1331.981812;842.340332;956.454468;649.384033;485.096985;538.419739;12761.416016
18;05;2018;17:40:00.000;7815.825684;7919.898926;7969.504883;13684.114258;4813.115234;3715.117676;4095.186523;1341.685669;845.536560;966.778564;641.808105;483.156097;530.574646;12623.419922
18;05;2018;17:50:00.000;7834.020996;7932.519043;7984.495117;13710.679688;4772.303711;3687.974609;4067.529541;1322.506348;861.966431;957.454956;634.559814;479.383514;525.757568;12527.807617
18;05;2018;18:00:00.000;7843.667480;7942.615234;7990.225098;13725.498047;4683.453613;3620.905518;3979.951416;1312.879761;858.740112;983.568237;622.402466;470.349548;515.391296;12284.310547
18;05;2018;18:10:00.000;7850.505859;7946.016113;7991.992188;13732.571289;4608.288574;3576.492432;3918.888184;1294.104736;848.791931;970.608582;611.864868;464.308807;507.280762;12103.668945
18;05;2018;18:20:00.000;7840.721191;7940.915527;7987.424805;13721.458008;4574.672852;3521.036621;3855.090332;1321.056396;858.956177;973.299683;609.296326;458.004456;499.764679;11950.798828
18;05;2018;18:30:00.000;7839.556641;7941.958008;7984.370605;13719.775391;4464.072266;3458.874268;3780.906494;1297.883667;837.162964;951.204346;594.873291;449.570953;490.099182;11703.852539
18;05;2018;18:40:00.000;7852.266602;7949.850098;7997.048828;13739.097656;4378.853516;3409.870117;3720.018799;1317.649414;851.523621;959.463928;584.084229;443.432190;482.123962;11508.742188
18;05;2018;18:50:00.000;7859.422363;7954.792480;8001.620605;13748.794922;4308.107910;3319.674072;3655.107422;1294.570068;843.625854;948.219116;573.977478;431.874146;473.522247;11282.888672
18;05;2018;19:00:00.000;7871.604492;7964.919922;8008.813965;13765.921875;4232.774414;3312.247559;3628.977783;1281.603516;846.002136;961.214600;563.404541;430.427521;470.277649;11174.000000
18;05;2018;19:10:00.000;7873.998535;7970.219727;8013.234375;13773.047852;4129.798340;3222.081299;3564.445557;1280.118408;833.424072;948.234375;550.502014;418.638153;461.629456;10916.325195
18;05;2018;19:20:00.000;7873.040527;7967.222656;8010.919434;13769.506836;4058.324463;3139.831299;3485.971680;1297.811890;847.188843;962.532471;542.452515;409.173737;452.692993;10684.126953
18;05;2018;19:30:00.000;7875.388672;7969.768555;8010.138184;13771.955078;3982.943604;3081.581543;3419.871338;1278.370850;836.477600;928.060303;532.361877;401.594116;443.588318;10484.396484
18;05;2018;19:40:00.000;7877.907227;7974.547852;8015.930664;13779.581055;3912.240967;3019.160400;3365.833984;1289.001343;833.949829;934.671692;523.984253;393.664063;436.890930;10297.235352
18;05;2018;19:50:00.000;7887.260742;7983.388184;8022.314941;13793.838867;3848.493896;2984.841797;3325.799805;1290.070068;835.689209;945.172913;515.656860;389.094299;431.979492;10159.135742
18;05;2018;20:00:00.000;7894.623047;7988.978027;8028.228027;13804.787109;3801.542480;2973.510010;3283.050781;1269.578857;841.808838;937.135498;508.667633;387.609955;426.238800;10058.102539
18;05;2018;20:10:00.000;7893.063477;7985.520508;8025.590820;13800.398438;3752.250732;2917.536621;3232.157959;1272.672363;830.667603;937.291260;502.910217;380.591644;420.235992;9901.945313
18;05;2018;20:20:00.000;7898.293457;7990.062500;8032.979980;13810.350586;3735.520264;2913.067383;3210.424072;1272.827026;842.187744;925.281128;500.521484;380.202545;416.768982;9859.011719
18;05;2018;20:30:00.000;7904.822266;8001.577148;8039.695801;13824.659180;3685.610352;2849.000977;3171.136963;1256.755371;795.794128;921.276367;493.447327;370.353912;411.558594;9705.748047
18;05;2018;20:40:00.000;7896.038086;7993.490723;8029.945313;13809.327148;3634.663330;2830.141113;3161.815918;1269.751221;800.620544;927.804260;488.402466;368.585175;411.116455;9626.620117
18;05;2018;20:50:00.000;7889.350586;7981.906250;8024.958984;13795.922852;3634.310791;2857.027100;3099.639648;1248.718994;820.590576;911.862183;487.877716;373.013855;403.396820;9590.978516
18;05;2018;21:00:00.000;7897.073242;7991.439453;8030.909180;13809.342773;3579.242676;2782.421631;3114.200928;1253.740845;812.801514;911.269104;480.978119;363.301147;404.757782;9475.865234
18;05;2018;21:10:00.000;7906.440430;8001.639160;8041.251465;13826.632813;3582.410400;2790.246582;3074.681152;1256.148438;814.598572;916.667053;480.860016;363.817688;399.688293;9447.337891
18;05;2018;21:20:00.000;7906.134766;7999.791016;8037.878906;13823.458984;3531.610596;2765.838135;3046.218506;1240.249878;819.170654;916.871887;474.153137;361.123840;396.467468;9343.666992
18;05;2018;21:30:00.000;7909.492676;8007.021973;8045.875977;13834.206055;3526.748291;2744.649170;3028.143066;1258.459106;818.987915;907.750793;474.109558;358.243469;393.573181;9299.541016
18;05;2018;21:40:00.000;7909.459961;8003.734375;8037.904297;13827.704102;3487.067139;2736.055664;3022.549316;1229.749146;808.292908;920.186768;468.162903;356.961700;393.705902;9245.671875
18;05;2018;21:50:00.000;7914.832520;8011.345215;8052.846191;13843.839844;3461.546143;2696.118408;2968.353271;1248.136841;798.634766;872.835815;465.567413;351.503296;384.868439;9126.018555
18;05;2018;22:00:00.000;7910.777344;8002.162109;8044.293945;13831.272461;3421.534180;2684.940430;2930.854248;1225.808350;788.562561;876.274963;460.066559;350.187134;380.905670;9037.329102
18;05;2018;22:10:00.000;7908.331055;8005.196289;8041.622070;13830.079102;3408.947510;2669.125244;2945.750244;1230.876953;780.648804;882.595032;458.922943;347.872345;383.013855;9023.823242
